"","Team","X","Opponent","Result","Date"
"81","Arkansas","N","Texas A&M","L (28-35)",2014-09-27
"83","Arkansas","N","Georgia","L (32-45)",2014-10-18
"84","Arkansas","","Alabama-Birmingham","W (45-17)",2014-10-25
"85","Arkansas","@","Mississippi State","L (10-17)",2014-11-01
"86","Arkansas","","Louisiana State","W (17-0)",2014-11-15
"87","Arkansas","","Mississippi","W (30-0)",2014-11-22
"88","Arkansas","@","Missouri","L (14-21)",2014-11-28
"89","Arkansas","N","Texas","W (31-7)",2014-12-29
"90","Arkansas State","","Non-Major","W (37-10)",2014-08-30
"91","Arkansas State","@","Tennessee","L (19-34)",2014-09-06
"92","Arkansas State","@","Miami (FL)","L (20-41)",2014-09-13
"93","Arkansas State","","Utah State","W (21-14)",2014-09-20
"94","Arkansas State","","Louisiana-Monroe","W (28-14)",2014-10-04
"95","Arkansas State","@","Georgia State","W (52-10)",2014-10-11
"96","Arkansas State","@","Louisiana","L (40-55)",2014-10-21
"97","Arkansas State","@","Idaho","W (44-28)",2014-11-01
"98","Arkansas State","","South Alabama","W (45-10)",2014-11-08
"100","Arkansas State","@","Texas State","L (27-45)",2014-11-20
"101","Arkansas State","","New Mexico State","W (68-35)",2014-11-29
"102","Arkansas State","N","Toledo","L (44-63)",2015-01-04
"103","Army","","Buffalo","W (47-39)",2014-09-06
"104","Army","@","Stanford","L (0-35)",2014-09-13
"105","Army","@","Wake Forest","L (21-24)",2014-09-20
"106","Army","@","Non-Major","L (43-49)",2014-09-27
"107","Army","","Ball State","W (33-24)",2014-10-04
"108","Army","","Rice","L (21-41)",2014-10-11
"109","Army","@","Kent State","L (17-39)",2014-10-18
"111","Army","N","Connecticut","W (35-21)",2014-11-08
"112","Army","@","Western Kentucky","L (24-52)",2014-11-15
"113","Army","","Non-Major","W (42-31)",2014-11-22
"114","Army","N","Navy","L (10-17)",2014-12-13
"116","Auburn","","San Jose State","W (59-13)",2014-09-06
"117","Auburn","@","Kansas State","W (20-14)",2014-09-18
"118","Auburn","","Louisiana Tech","W (45-17)",2014-09-27
"119","Auburn","","Louisiana State","W (41-7)",2014-10-04
"120","Auburn","@","Mississippi State","L (23-38)",2014-10-11
"121","Auburn","","South Carolina","W (42-35)",2014-10-25
"122","Auburn","@","Mississippi","W (35-31)",2014-11-01
"123","Auburn","","Texas A&M","L (38-41)",2014-11-08
"124","Auburn","@","Georgia","L (7-34)",2014-11-15
"125","Auburn","","Non-Major","W (31-7)",2014-11-22
"127","Auburn","N","Wisconsin","L (31-34)",2015-01-01
"128","Ball State","","Non-Major","W (30-10)",2014-08-30
"129","Ball State","@","Iowa","L (13-17)",2014-09-06
"130","Ball State","","Non-Major","L (20-27)",2014-09-13
"131","Ball State","@","Toledo","L (23-34)",2014-09-20
"133","Ball State","","Western Michigan","L (38-42)",2014-10-11
"134","Ball State","@","Central Michigan","W (32-29)",2014-10-18
"136","Ball State","","Northern Illinois","L (21-35)",2014-11-05
"137","Ball State","@","Massachusetts","L (10-24)",2014-11-12
"138","Ball State","","Eastern Michigan","W (45-30)",2014-11-22
"139","Ball State","@","Bowling Green State","W (41-24)",2014-11-28
"140","Baylor","","Southern Methodist","W (45-0)",2014-08-31
"141","Baylor","","Non-Major","W (70-6)",2014-09-06
"142","Baylor","@","Buffalo","W (63-21)",2014-09-12
"143","Baylor","@","Iowa State","W (49-28)",2014-09-27
"144","Baylor","@","Texas","W (28-7)",2014-10-04
"145","Baylor","","Texas Christian","W (61-58)",2014-10-11
"146","Baylor","@","West Virginia","L (27-41)",2014-10-18
"147","Baylor","","Kansas","W (60-14)",2014-11-01
"148","Baylor","@","Oklahoma","W (48-14)",2014-11-08
"149","Baylor","","Oklahoma State","W (49-28)",2014-11-22
"150","Baylor","N","Texas Tech","W (48-46)",2014-11-29
"151","Baylor","","Kansas State","W (38-27)",2014-12-06
"152","Baylor","N","Michigan State","L (41-42)",2015-01-01
"153","Boise State","N","Mississippi","L (13-35)",2014-08-28
"154","Boise State","","Colorado State","W (37-24)",2014-09-06
"155","Boise State","@","Connecticut","W (38-21)",2014-09-13
"156","Boise State","","Louisiana","W (34-9)",2014-09-20
"158","Boise State","@","Nevada","W (51-46)",2014-10-04
"159","Boise State","","Fresno State","W (37-27)",2014-10-17
"160","Boise State","","Brigham Young","W (55-30)",2014-10-24
"161","Boise State","@","New Mexico","W (60-49)",2014-11-08
"162","Boise State","","San Diego State","W (38-29)",2014-11-15
"163","Boise State","@","Wyoming","W (63-14)",2014-11-22
"164","Boise State","","Utah State","W (50-19)",2014-11-29
"165","Boise State","","Fresno State","W (28-14)",2014-12-06
"167","Boston College","N","Massachusetts","W (30-7)",2014-08-30
"168","Boston College","","Pittsburgh","L (20-30)",2014-09-05
"169","Boston College","","Southern California","W (37-31)",2014-09-13
"170","Boston College","","Non-Major","W (40-10)",2014-09-20
"171","Boston College","","Colorado State","L (21-24)",2014-09-27
"172","Boston College","@","North Carolina State","W (30-14)",2014-10-11
"173","Boston College","","Clemson","L (13-17)",2014-10-18
"174","Boston College","@","Wake Forest","W (23-17)",2014-10-25
"175","Boston College","@","Virginia Tech","W (33-31)",2014-11-01
"176","Boston College","","Louisville","L (19-38)",2014-11-08
"177","Boston College","@","Florida State","L (17-20)",2014-11-22
"178","Boston College","","Syracuse","W (28-7)",2014-11-29
"179","Boston College","N","Penn State","L (30-31)",2014-12-27
"180","Bowling Green State","@","Western Kentucky","L (31-59)",2014-08-29
"181","Bowling Green State","","Non-Major","W (48-7)",2014-09-06
"182","Bowling Green State","","Indiana","W (45-42)",2014-09-13
"183","Bowling Green State","@","Wisconsin","L (17-68)",2014-09-20
"184","Bowling Green State","@","Massachusetts","W (47-42)",2014-09-27
"185","Bowling Green State","","Buffalo","W (36-35)",2014-10-04
"186","Bowling Green State","@","Ohio","W (31-13)",2014-10-11
"187","Bowling Green State","","Western Michigan","L (14-26)",2014-10-18
"189","Bowling Green State","","Kent State","W (30-20)",2014-11-12
"190","Bowling Green State","@","Toledo","L (20-27)",2014-11-19
"192","Bowling Green State","N","Northern Illinois","L (17-51)",2014-12-05
"193","Bowling Green State","N","South Alabama","W (33-28)",2014-12-20
"194","Brigham Young","@","Connecticut","W (35-10)",2014-08-29
"195","Brigham Young","@","Texas","W (41-7)",2014-09-06
"196","Brigham Young","","Houston","W (33-25)",2014-09-11
"197","Brigham Young","","Virginia","W (41-33)",2014-09-20
"198","Brigham Young","","Utah State","L (20-35)",2014-10-03
"199","Brigham Young","@","Central Florida","L (24-31)",2014-10-09
"200","Brigham Young","","Nevada","L (35-42)",2014-10-18
"202","Brigham Young","@","Middle Tennessee State","W (27-7)",2014-11-01
"203","Brigham Young","","Nevada-Las Vegas","W (42-23)",2014-11-15
"204","Brigham Young","","Non-Major","W (64-0)",2014-11-22
"205","Brigham Young","@","California","W (42-35)",2014-11-29
"206","Brigham Young","N","Memphis","L (48-55)",2014-12-22
"207","Buffalo","","Non-Major","W (38-28)",2014-08-30
"210","Buffalo","","Non-Major","W (36-7)",2014-09-20
"211","Buffalo","","Miami (OH)","W (35-27)",2014-09-27
"213","Buffalo","@","Eastern Michigan","L (27-37)",2014-10-11
"214","Buffalo","","Central Michigan","L (14-20)",2014-10-25
"215","Buffalo","@","Ohio","L (14-37)",2014-11-05
"217","Buffalo","@","Massachusetts","W (41-21)",2014-11-28
"218","California","@","Northwestern","W (31-24)",2014-08-30
"219","California","","Non-Major","W (55-14)",2014-09-06
"221","California","","Colorado","W (59-56)",2014-09-27
"222","California","@","Washington State","W (60-59)",2014-10-04
"223","California","","Washington","L (7-31)",2014-10-11
"224","California","","UCLA","L (34-36)",2014-10-18
"225","California","","Oregon","L (41-59)",2014-10-24
"226","California","@","Oregon State","W (45-31)",2014-11-01
"227","California","@","Southern California","L (30-38)",2014-11-13
"228","California","","Stanford","L (17-38)",2014-11-22
"230","Central Michigan","","Non-Major","W (20-16)",2014-08-28
"231","Central Michigan","@","Purdue","W (38-17)",2014-09-06
"232","Central Michigan","","Syracuse","L (3-40)",2014-09-13
"233","Central Michigan","@","Kansas","L (10-24)",2014-09-20
"234","Central Michigan","@","Toledo","L (28-42)",2014-09-27
"235","Central Michigan","","Ohio","W (28-10)",2014-10-04
"236","Central Michigan","@","Northern Illinois","W (34-17)",2014-10-11
"239","Central Michigan","@","Eastern Michigan","W (38-7)",2014-11-01
"240","Central Michigan","","Miami (OH)","W (34-27)",2014-11-15
"241","Central Michigan","","Western Michigan","L (20-32)",2014-11-22
"242","Central Michigan","N","Western Kentucky","L (48-49)",2014-12-24
"243","Cincinnati","","Toledo","W (58-34)",2014-09-12
"244","Cincinnati","N","Miami (OH)","W (31-24)",2014-09-20
"245","Cincinnati","@","Ohio State","L (28-50)",2014-09-27
"246","Cincinnati","N","Memphis","L (14-41)",2014-10-04
"247","Cincinnati","@","Miami (FL)","L (34-55)",2014-10-11
"248","Cincinnati","@","Southern Methodist","W (41-3)",2014-10-18
"249","Cincinnati","N","South Florida","W (34-17)",2014-10-24
"250","Cincinnati","@","Tulane","W (38-14)",2014-10-31
"251","Cincinnati","N","East Carolina","W (54-46)",2014-11-13
"252","Cincinnati","@","Connecticut","W (41-0)",2014-11-22
"253","Cincinnati","@","Temple","W (14-6)",2014-11-29
"254","Cincinnati","N","Houston","W (38-31)",2014-12-06
"255","Cincinnati","N","Virginia Tech","L (17-33)",2014-12-27
"256","Clemson","@","Georgia","L (21-45)",2014-08-30
"257","Clemson","","Non-Major","W (73-7)",2014-09-06
"258","Clemson","@","Florida State","L (17-23)",2014-09-20
"259","Clemson","","North Carolina","W (50-35)",2014-09-27
"260","Clemson","","North Carolina State","W (41-0)",2014-10-04
"261","Clemson","","Louisville","W (23-17)",2014-10-11
"263","Clemson","","Syracuse","W (16-6)",2014-10-25
"264","Clemson","@","Wake Forest","W (34-20)",2014-11-06
"265","Clemson","@","Georgia Tech","L (6-28)",2014-11-15
"266","Clemson","","Georgia State","W (28-0)",2014-11-22
"267","Clemson","","South Carolina","W (35-17)",2014-11-29
"268","Clemson","N","Oklahoma","W (40-6)",2014-12-29
"269","Colorado","N","Colorado State","L (17-31)",2014-08-29
"270","Colorado","N","Massachusetts","W (41-38)",2014-09-06
"272","Colorado","","Hawaii","W (21-12)",2014-09-20
"274","Colorado","","Oregon State","L (31-36)",2014-10-04
"275","Colorado","@","Southern California","L (28-56)",2014-10-18
"276","Colorado","","UCLA","L (37-40)",2014-10-25
"277","Colorado","","Washington","L (23-38)",2014-11-01
"279","Colorado","@","Oregon","L (10-44)",2014-11-22
"280","Colorado","","Utah","L (34-38)",2014-11-29
"283","Colorado State","","Non-Major","W (49-21)",2014-09-13
"285","Colorado State","","Tulsa","W (42-17)",2014-10-04
"286","Colorado State","@","Nevada","W (31-24)",2014-10-11
"287","Colorado State","","Utah State","W (16-13)",2014-10-18
"288","Colorado State","","Wyoming","W (45-31)",2014-10-25
"289","Colorado State","@","San Jose State","W (38-31)",2014-11-01
"290","Colorado State","","Hawaii","W (49-22)",2014-11-08
"291","Colorado State","","New Mexico","W (58-20)",2014-11-22
"293","Colorado State","N","Utah","L (10-45)",2014-12-20
"295","Connecticut","","Non-Major","W (19-16)",2014-09-06
"297","Connecticut","@","South Florida","L (14-17)",2014-09-19
"298","Connecticut","","Temple","L (10-36)",2014-09-27
"299","Connecticut","@","Tulane","L (3-12)",2014-10-11
"300","Connecticut","@","East Carolina","L (21-31)",2014-10-23
"301","Connecticut","","Central Florida","W (37-29)",2014-11-01
"304","Connecticut","@","Memphis","L (10-41)",2014-11-29
"305","Connecticut","","Southern Methodist","L (20-27)",2014-12-06
"306","Duke","","Non-Major","W (52-13)",2014-08-30
"307","Duke","@","Troy","W (34-17)",2014-09-06
"308","Duke","","Kansas","W (41-3)",2014-09-13
"309","Duke","","Tulane","W (47-13)",2014-09-20
"310","Duke","@","Miami (FL)","L (10-22)",2014-09-27
"311","Duke","@","Georgia Tech","W (31-25)",2014-10-11
"312","Duke","","Virginia","W (20-13)",2014-10-18
"313","Duke","@","Pittsburgh","W (51-48)",2014-11-01
"314","Duke","@","Syracuse","W (27-10)",2014-11-08
"315","Duke","","Virginia Tech","L (16-17)",2014-11-15
"316","Duke","","North Carolina","L (20-45)",2014-11-20
"317","Duke","","Wake Forest","W (41-21)",2014-11-29
"319","East Carolina","","Non-Major","W (52-7)",2014-08-30
"320","East Carolina","@","South Carolina","L (23-33)",2014-09-06
"321","East Carolina","@","Virginia Tech","W (28-21)",2014-09-13
"322","East Carolina","","North Carolina","W (70-41)",2014-09-20
"323","East Carolina","","Southern Methodist","W (45-24)",2014-10-04
"324","East Carolina","@","South Florida","W (28-17)",2014-10-11
"326","East Carolina","@","Temple","L (10-20)",2014-11-01
"328","East Carolina","","Tulane","W (34-6)",2014-11-22
"329","East Carolina","@","Tulsa","W (49-32)",2014-11-28
"330","East Carolina","","Central Florida","L (30-32)",2014-12-04
"331","East Carolina","N","Florida","L (20-28)",2015-01-03
"332","Eastern Michigan","","Non-Major","W (31-28)",2014-08-30
"333","Eastern Michigan","@","Florida","L (0-65)",2014-09-06
"334","Eastern Michigan","@","Old Dominion","L (3-17)",2014-09-13
"335","Eastern Michigan","@","Michigan State","L (14-73)",2014-09-20
"338","Eastern Michigan","N","Massachusetts","L (14-36)",2014-10-18
"339","Eastern Michigan","","Northern Illinois","L (17-28)",2014-10-25
"341","Eastern Michigan","@","Western Michigan","L (7-51)",2014-11-15
"343","Eastern Michigan","","Toledo","L (16-52)",2014-11-28
"344","Florida Atlantic","@","Nebraska","L (7-55)",2014-08-30
"346","Florida Atlantic","","Tulsa","W (50-21)",2014-09-13
"347","Florida Atlantic","@","Wyoming","L (19-20)",2014-09-20
"348","Florida Atlantic","","Texas-San Antonio","W (41-37)",2014-09-27
"349","Florida Atlantic","@","Florida International","L (10-38)",2014-10-02
"350","Florida Atlantic","","Western Kentucky","W (45-38)",2014-10-18
"351","Florida Atlantic","@","Marshall","L (16-35)",2014-10-25
"352","Florida Atlantic","","Alabama-Birmingham","L (28-31)",2014-11-01
"353","Florida Atlantic","@","North Texas","L (10-31)",2014-11-08
"354","Florida Atlantic","@","Middle Tennessee State","L (34-35)",2014-11-22
"355","Florida Atlantic","","Old Dominion","L (28-31)",2014-11-29
"357","Florida","","Kentucky","W (36-30)",2014-09-13
"359","Florida","@","Tennessee","W (10-9)",2014-10-04
"360","Florida","","Louisiana State","L (27-30)",2014-10-11
"361","Florida","","Missouri","L (13-42)",2014-10-18
"362","Florida","N","Georgia","W (38-20)",2014-11-01
"363","Florida","@","Vanderbilt","W (34-10)",2014-11-08
"364","Florida","","South Carolina","L (20-23)",2014-11-15
"365","Florida","","Non-Major","W (52-3)",2014-11-22
"366","Florida","@","Florida State","L (19-24)",2014-11-29
"368","Florida International","","Non-Major","L (12-14)",2014-08-30
"369","Florida International","","Non-Major","W (34-3)",2014-09-06
"370","Florida International","","Pittsburgh","L (25-42)",2014-09-13
"371","Florida International","","Louisville","L (3-34)",2014-09-20
"372","Florida International","@","Alabama-Birmingham","W (34-20)",2014-09-27
"374","Florida International","@","Texas-San Antonio","L (13-16)",2014-10-11
"375","Florida International","","Marshall","L (13-45)",2014-10-18
"376","Florida International","","Rice","L (17-31)",2014-11-01
"377","Florida International","@","Old Dominion","L (35-38)",2014-11-08
"378","Florida International","","Middle Tennessee State","W (38-28)",2014-11-15
"379","Florida International","@","North Texas","L (14-17)",2014-11-22
"380","Florida State","N","Oklahoma State","W (37-31)",2014-08-30
"381","Florida State","","Non-Major","W (37-12)",2014-09-06
"383","Florida State","@","North Carolina State","W (56-41)",2014-09-27
"384","Florida State","","Wake Forest","W (43-3)",2014-10-04
"385","Florida State","@","Syracuse","W (38-20)",2014-10-11
"386","Florida State","","Notre Dame","W (31-27)",2014-10-18
"387","Florida State","@","Louisville","W (42-31)",2014-10-30
"388","Florida State","","Virginia","W (34-20)",2014-11-08
"389","Florida State","@","Miami (FL)","W (30-26)",2014-11-15
"392","Florida State","N","Georgia Tech","W (37-35)",2014-12-06
"393","Florida State","N","Oregon","L (20-59)",2015-01-01
"394","Fresno State","@","Southern California","L (13-52)",2014-08-30
"395","Fresno State","@","Utah","L (27-59)",2014-09-06
"396","Fresno State","","Nebraska","L (19-55)",2014-09-13
"397","Fresno State","","Non-Major","W (56-16)",2014-09-20
"398","Fresno State","@","New Mexico","W (35-24)",2014-09-26
"399","Fresno State","","San Diego State","W (24-13)",2014-10-03
"400","Fresno State","@","Nevada-Las Vegas","L (27-30)",2014-10-10
"402","Fresno State","","Wyoming","L (17-45)",2014-11-01
"403","Fresno State","","San Jose State","W (38-24)",2014-11-08
"404","Fresno State","@","Nevada","W (40-20)",2014-11-22
"405","Fresno State","","Hawaii","W (28-21)",2014-11-29
"407","Fresno State","N","Rice","L (6-30)",2014-12-24
"409","Georgia","@","South Carolina","L (35-38)",2014-09-13
"410","Georgia","","Troy","W (66-0)",2014-09-20
"411","Georgia","","Tennessee","W (35-32)",2014-09-27
"412","Georgia","","Vanderbilt","W (44-17)",2014-10-04
"413","Georgia","@","Missouri","W (34-0)",2014-10-11
"416","Georgia","@","Kentucky","W (63-31)",2014-11-08
"418","Georgia","","Non-Major","W (55-9)",2014-11-22
"419","Georgia","","Georgia Tech","L (24-30)",2014-11-29
"420","Georgia","N","Louisville","W (37-14)",2014-12-30
"421","Georgia Southern","@","North Carolina State","L (23-24)",2014-08-30
"422","Georgia Southern","@","Georgia Tech","L (38-42)",2014-09-13
"423","Georgia Southern","@","South Alabama","W (28-6)",2014-09-20
"424","Georgia Southern","@","New Mexico State","W (36-28)",2014-10-04
"425","Georgia Southern","","Idaho","W (47-24)",2014-10-11
"426","Georgia Southern","@","Georgia State","W (69-31)",2014-10-25
"427","Georgia Southern","","Troy","W (42-10)",2014-10-30
"428","Georgia Southern","@","Texas State","W (28-25)",2014-11-08
"429","Georgia Southern","@","Navy","L (19-52)",2014-11-15
"430","Georgia Southern","","Louisiana-Monroe","W (22-16)",2014-11-29
"431","Georgia State","","Non-Major","W (38-37)",2014-08-27
"432","Georgia State","","New Mexico State","L (31-34)",2014-09-06
"434","Georgia State","@","Washington","L (14-45)",2014-09-20
"435","Georgia State","@","Louisiana","L (31-34)",2014-10-04
"437","Georgia State","@","South Alabama","L (27-30)",2014-10-18
"440","Georgia State","@","Troy","L (21-45)",2014-11-08
"442","Georgia State","","Texas State","L (31-54)",2014-11-29
"443","Georgia Tech","","Non-Major","W (38-19)",2014-08-30
"444","Georgia Tech","@","Tulane","W (38-21)",2014-09-06
"446","Georgia Tech","@","Virginia Tech","W (27-24)",2014-09-20
"447","Georgia Tech","","Miami (FL)","W (28-17)",2014-10-04
"449","Georgia Tech","@","North Carolina","L (43-48)",2014-10-18
"450","Georgia Tech","@","Pittsburgh","W (56-28)",2014-10-25
"451","Georgia Tech","","Virginia","W (35-10)",2014-11-01
"452","Georgia Tech","@","North Carolina State","W (56-23)",2014-11-08
"456","Georgia Tech","N","Mississippi State","W (49-34)",2014-12-31
"457","Hawaii","","Washington","L (16-17)",2014-08-30
"458","Hawaii","","Oregon State","L (30-38)",2014-09-06
"459","Hawaii","","Non-Major","W (27-24)",2014-09-13
"461","Hawaii","@","Rice","L (14-28)",2014-10-04
"462","Hawaii","","Wyoming","W (38-28)",2014-10-11
"463","Hawaii","@","San Diego State","L (10-20)",2014-10-18
"464","Hawaii","","Nevada","L (18-26)",2014-10-25
"465","Hawaii","","Utah State","L (14-35)",2014-11-01
"467","Hawaii","@","San Jose State","W (13-0)",2014-11-15
"468","Hawaii","","Nevada-Las Vegas","W (37-35)",2014-11-22
"470","Houston","","Texas-San Antonio","L (7-27)",2014-08-29
"471","Houston","","Non-Major","W (47-0)",2014-09-06
"473","Houston","","Nevada-Las Vegas","W (47-14)",2014-09-20
"474","Houston","","Central Florida","L (12-17)",2014-10-02
"475","Houston","@","Memphis","W (28-24)",2014-10-11
"476","Houston","","Temple","W (31-10)",2014-10-17
"477","Houston","@","South Florida","W (27-3)",2014-11-01
"478","Houston","","Tulane","L (24-31)",2014-11-08
"479","Houston","","Tulsa","W (38-28)",2014-11-22
"480","Houston","@","Southern Methodist","W (35-9)",2014-11-28
"482","Houston","N","Pittsburgh","W (35-34)",2015-01-02
"483","Idaho","@","Louisiana-Monroe","L (31-38)",2014-09-06
"484","Idaho","","Western Michigan","L (33-45)",2014-09-13
"485","Idaho","@","Ohio","L (24-36)",2014-09-20
"486","Idaho","","South Alabama","L (10-34)",2014-09-27
"487","Idaho","@","Texas State","L (30-35)",2014-10-04
"489","Idaho","","New Mexico State","W (29-17)",2014-10-18
"491","Idaho","@","San Diego State","L (21-35)",2014-11-08
"492","Idaho","","Troy","L (17-34)",2014-11-15
"494","Illinois","","Non-Major","W (28-17)",2014-08-30
"495","Illinois","","Western Kentucky","W (42-34)",2014-09-06
"496","Illinois","@","Washington","L (19-44)",2014-09-13
"497","Illinois","","Texas State","W (42-35)",2014-09-20
"498","Illinois","@","Nebraska","L (14-45)",2014-09-27
"499","Illinois","","Purdue","L (27-38)",2014-10-04
"500","Illinois","@","Wisconsin","L (28-38)",2014-10-11
"501","Illinois","","Minnesota","W (28-24)",2014-10-25
"502","Illinois","@","Ohio State","L (14-55)",2014-11-01
"503","Illinois","","Iowa","L (14-30)",2014-11-15
"504","Illinois","","Penn State","W (16-14)",2014-11-22
"505","Illinois","@","Northwestern","W (47-33)",2014-11-29
"506","Illinois","N","Louisiana Tech","L (18-35)",2014-12-26
"507","Indiana","","Non-Major","W (28-10)",2014-08-30
"509","Indiana","@","Missouri","W (31-27)",2014-09-20
"510","Indiana","","Maryland","L (15-37)",2014-09-27
"511","Indiana","","North Texas","W (49-24)",2014-10-04
"512","Indiana","@","Iowa","L (29-45)",2014-10-11
"513","Indiana","","Michigan State","L (17-56)",2014-10-18
"514","Indiana","@","Michigan","L (10-34)",2014-11-01
"515","Indiana","","Penn State","L (7-13)",2014-11-08
"516","Indiana","@","Rutgers","L (23-45)",2014-11-15
"517","Indiana","@","Ohio State","L (27-42)",2014-11-22
"518","Indiana","","Purdue","W (23-16)",2014-11-29
"519","Iowa","","Non-Major","W (31-23)",2014-08-30
"521","Iowa","","Iowa State","L (17-20)",2014-09-13
"522","Iowa","@","Pittsburgh","W (24-20)",2014-09-20
"523","Iowa","@","Purdue","W (24-10)",2014-09-27
"525","Iowa","@","Maryland","L (31-38)",2014-10-18
"526","Iowa","","Northwestern","W (48-7)",2014-11-01
"527","Iowa","@","Minnesota","L (14-51)",2014-11-08
"529","Iowa","","Wisconsin","L (24-26)",2014-11-22
"530","Iowa","","Nebraska","L (34-37)",2014-11-28
"531","Iowa","N","Tennessee","L (28-45)",2015-01-02
"532","Iowa State","","Non-Major","L (14-34)",2014-08-30
"533","Iowa State","","Kansas State","L (28-32)",2014-09-06
"536","Iowa State","@","Oklahoma State","L (20-37)",2014-10-04
"537","Iowa State","","Toledo","W (37-30)",2014-10-11
"538","Iowa State","@","Texas","L (45-48)",2014-10-18
"539","Iowa State","","Oklahoma","L (14-59)",2014-11-01
